investor_id	investee_id	ratio_of_investment
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	23628e0e-bec5-e559-9b60-266512677412	2.1625%
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	7a041264-05b6-7d08-7a88-4826a96e19b5	100%
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	15b3a359-a335-5b69-9795-d0e00dbdb79a	100%
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	f85991f5-d8b7-e550-16f7-43f6e127e597	100%
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	4ce5a30f-3115-3ec4-986c-4d98b6a40c03	100%
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	7dfc8526-952e-918a-fcd7-67c8bddc45dd	100%
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	51dde78b-884b-14bc-64f7-3b71b6e41f6c	100%
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	bbc0bd17-1b6e-f4d3-dfe0-48f2c94d6930	100%
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	3af52c95-2c2d-a0f0-0f13-8f09d4dd8faf	100%
20eb81d3-58ea-eb17-23ed-d0916a83b0d4	e45153b0-0226-f364-d9cb-7c3450b15f18	100%
99254afd-9487-4445-b92c-72bca40aad75	19f33a18-5bd1-7ee1-1d49-f5071fc5deda	100%
99254afd-9487-4445-b92c-72bca40aad75	74e5b46b-6695-29b0-f948-157e35f2c84b	100%
99254afd-9487-4445-b92c-72bca40aad75	de278a06-6841-f960-f14a-0e6559128dae	100%
99254afd-9487-4445-b92c-72bca40aad75	c88bf07e-719c-1b25-e6f9-c0ea3b464cf3	60.0%
99254afd-9487-4445-b92c-72bca40aad75	94f3be2d-527a-8fc3-b3b6-a606f90bfb9e	100%
99254afd-9487-4445-b92c-72bca40aad75	366f61b9-5545-07f1-f7f5-83b6761b4360	51.00%
99254afd-9487-4445-b92c-72bca40aad75	184dad6b-4eb3-a9c4-36e4-143dd7346eb1	51.00%
99254afd-9487-4445-b92c-72bca40aad75	4ecec130-8f8d-c672-2365-46051b48ad63	100%
99254afd-9487-4445-b92c-72bca40aad75	f4938e2b-34c6-a2c9-b30f-5c4a14900031	51.00%
99254afd-9487-4445-b92c-72bca40aad75	6c6dd91e-f366-e177-6372-b92604812af2	51.00%
3000c692-bad2-5c2e-600a-54feae11445e	aa06b0e9-6828-0d2a-9d92-566b0aed46aa	100%
3000c692-bad2-5c2e-600a-54feae11445e	6fd5841e-4e5f-4c42-990c-6029f189d4bb	100%
3000c692-bad2-5c2e-600a-54feae11445e	3f8966f8-e351-fecd-908c-f5236e8467d4	17.3431%
3000c692-bad2-5c2e-600a-54feae11445e	2be218b7-550a-5ee4-e1a6-9234587ce05e	76.2014%
3000c692-bad2-5c2e-600a-54feae11445e	66da02ca-7653-37dd-8971-24da7fcbff49	90.0%
3000c692-bad2-5c2e-600a-54feae11445e	1dc02bc2-9de3-c7b0-d752-f67d9a931d04	2.3077%
4f86b31d-aae4-fa4b-edc1-b8c37c779e4d	f4bcdf7a-ab37-8595-b3f5-b9efd1ca0b6f	100%
4f86b31d-aae4-fa4b-edc1-b8c37c779e4d	af08e336-472e-34c2-f821-bb684448e1d1	100%
4f86b31d-aae4-fa4b-edc1-b8c37c779e4d	19234a07-1460-f53c-ee5e-724053703212	50.0%
1492884f-05e7-b96c-aae5-631934577d9c	39af53a5-4f8a-7f00-8f39-a03eeb96d94b	25.00%
1492884f-05e7-b96c-aae5-631934577d9c	b9118cff-7303-bb2f-9c15-60914e7e664e	90.0%
1492884f-05e7-b96c-aae5-631934577d9c	88e4f719-6101-565d-b4e4-311f08d366ac	25.00%
1492884f-05e7-b96c-aae5-631934577d9c	bd6b62a8-f150-ebc2-b939-7e2330a7860f	50.0%
1492884f-05e7-b96c-aae5-631934577d9c	ff8ed26c-4a14-002c-f06e-bdb37094f2e7	100%
1492884f-05e7-b96c-aae5-631934577d9c	159f0f52-2a61-7267-ff10-9f8a91eb9240	82.5343%
1492884f-05e7-b96c-aae5-631934577d9c	a32004bf-c7e1-1cc0-802c-973d9e4e68dd	15.00%
1492884f-05e7-b96c-aae5-631934577d9c	95453e23-8a8f-b55b-9606-7e10da53d56e	75.00%
1492884f-05e7-b96c-aae5-631934577d9c	0c629291-bb07-2f17-67ba-2604a5aa9556	参股
b13f1014-01eb-0f37-7091-e78829edec40	e09f550c-f293-3ed3-20f4-ac6ba80cac46	100%
b13f1014-01eb-0f37-7091-e78829edec40	1e6b4ff9-9c3d-757d-a856-31f77a8f880f	100%
b13f1014-01eb-0f37-7091-e78829edec40	1f085652-fb24-ebd3-7b94-3b71e2c40786	100%
b13f1014-01eb-0f37-7091-e78829edec40	4e730b03-5b5f-0785-199e-7b8f2cdd4772	100%
b13f1014-01eb-0f37-7091-e78829edec40	5ef0b052-edef-1e6e-bca8-ab0731c0f4d3	100%
b13f1014-01eb-0f37-7091-e78829edec40	2503b7dd-c1fc-efbd-25d9-4ee7bc1fc679	100%
b13f1014-01eb-0f37-7091-e78829edec40	6cea75ca-0a4a-e067-10b8-9c6fe8cbac2f	80.0%
b13f1014-01eb-0f37-7091-e78829edec40	a6088d5b-9068-4191-7a00-0c6f2c8421b1	82.00%
5e8d1b3c-8837-77d0-ac14-42b5940b83d0	e3115ec1-d69d-1b11-a82a-f762c88344fd	14.9351%
5e8d1b3c-8837-77d0-ac14-42b5940b83d0	2982bb95-81ee-09e5-5331-d619f85a6119	50.0%
5e8d1b3c-8837-77d0-ac14-42b5940b83d0	f334436a-37ab-4c01-621a-13e23915c81d	50.0%
5e8d1b3c-8837-77d0-ac14-42b5940b83d0	039b235b-a7ce-19b5-ad24-94f4ccb8c00a	80.0%
5e8d1b3c-8837-77d0-ac14-42b5940b83d0	049edd63-ff3b-4131-68f8-1e4e5fa2010b	100%
5e8d1b3c-8837-77d0-ac14-42b5940b83d0	b7696af9-9691-b942-b279-502d5e540c95	4.3695%
5e8d1b3c-8837-77d0-ac14-42b5940b83d0	191babb6-99d9-4749-dad0-6894dd77fb55	64.2857%
5e8d1b3c-8837-77d0-ac14-42b5940b83d0	bb594bb7-1d85-7474-ecb4-f3ee2427a3cc	90.0%
02ddb77e-9423-dc97-6996-850bcd06beff	3603bf67-4469-0c49-e788-21fb706c9b03	100%
02ddb77e-9423-dc97-6996-850bcd06beff	93821caf-8e4a-1847-2c13-382cd08f2b18	100%
02ddb77e-9423-dc97-6996-850bcd06beff	5c2f0abe-5923-0f0c-b3cf-035801be019c	100%
02ddb77e-9423-dc97-6996-850bcd06beff	88aebc8b-17f0-3084-581a-d77bf1aec262	100%
02ddb77e-9423-dc97-6996-850bcd06beff	86b440b4-c2fc-5529-2feb-db42b576c277	100%
02ddb77e-9423-dc97-6996-850bcd06beff	b0f7cdc6-912a-59e1-522e-dd95a0fa29cb	18.00%
02ddb77e-9423-dc97-6996-850bcd06beff	8e61f041-a44d-d3c2-8f2d-3464102b6a7d	100%
02ddb77e-9423-dc97-6996-850bcd06beff	759c6891-2958-881f-f1ac-7e831d258ca9	100%
02ddb77e-9423-dc97-6996-850bcd06beff	90ae090d-73d5-61af-51a5-13196e5b0dab	100%
02ddb77e-9423-dc97-6996-850bcd06beff	30a02fd1-b999-a104-72da-22bb9ded278d	100%
3ae262c7-1e01-1448-774f-06af3184760b	2d1dbc86-d719-2868-f601-e79d2f22b409	15.00%
3ae262c7-1e01-1448-774f-06af3184760b	3f05b90e-a557-eba0-1b66-a55998cd0e48	95.00%
3ae262c7-1e01-1448-774f-06af3184760b	cca31b6c-c8c1-fb46-f33e-c1ab286bfd44	95.00%
3ae262c7-1e01-1448-774f-06af3184760b	e0adfb79-4d7e-3cc6-fdec-e59701b810b7	95.00%
3ae262c7-1e01-1448-774f-06af3184760b	872fbd9c-74aa-5f6d-b7f9-f8c773426d59	18.00%
3ae262c7-1e01-1448-774f-06af3184760b	1b2e7089-cd9c-55ed-2490-8a63ba36a08d	6.300%
3ae262c7-1e01-1448-774f-06af3184760b	b30f6c9f-dbe9-5c4d-f416-b46462cae3ca	6.300%
3ae262c7-1e01-1448-774f-06af3184760b	08a24d22-db8b-916e-081c-b4471de349bf	6.2963%
3ae262c7-1e01-1448-774f-06af3184760b	7c3ac298-8637-871c-129e-46c37e4a8331	71.00%
3ae262c7-1e01-1448-774f-06af3184760b	47cde82c-510c-d66b-d5ff-c9e1b4b6d4df	100%
4934253b-c993-613a-578d-efa6f0ff2a84	50a9ff4d-0715-215b-00cf-8e951185e4db	6.6667%
4934253b-c993-613a-578d-efa6f0ff2a84	95ddb276-783d-4a37-1d50-8a494e534653	51.0011%
4934253b-c993-613a-578d-efa6f0ff2a84	9ba87341-07d0-9892-35b3-7faca9b3a0da	100%
4934253b-c993-613a-578d-efa6f0ff2a84	1ee44a5a-6daf-2021-e0ec-3dc126ec277c	75.00%
4934253b-c993-613a-578d-efa6f0ff2a84	9d9aa8a4-3d7b-45aa-adf1-606b1a91c9b5	100%
4934253b-c993-613a-578d-efa6f0ff2a84	b79f2085-a70f-2b6b-dd1b-18a389d487a9	100%
4934253b-c993-613a-578d-efa6f0ff2a84	c1123402-20f1-bd59-75ce-831544c30c5f	100%
6e48e6ca-dd45-c5a8-a359-8ba16dcdf70a	c243464d-4923-e698-d76f-e5b1518d3d89	40.0%
6e48e6ca-dd45-c5a8-a359-8ba16dcdf70a	429dd724-ea94-f5d2-96f7-61f8a5fe3ade	100%
6e48e6ca-dd45-c5a8-a359-8ba16dcdf70a	ace240d7-1979-8bd2-9c0b-e53237bd1972	100%
6e48e6ca-dd45-c5a8-a359-8ba16dcdf70a	8e2dcaca-0889-61c1-6c0c-579e5ba4c833	100%
6e48e6ca-dd45-c5a8-a359-8ba16dcdf70a	c51557f8-fb19-46ea-e614-919930345ded	100%
6e48e6ca-dd45-c5a8-a359-8ba16dcdf70a	bd622318-fe20-ee57-c93b-4e306e9f0b56	50.0%
32303843-9456-59cc-14a2-4dfd51fa384a	013a23d4-bf42-8ade-8437-404a87ec4059	100%
32303843-9456-59cc-14a2-4dfd51fa384a	23d86663-1363-1bf1-3417-cfb3b77cf399	37.500%
32303843-9456-59cc-14a2-4dfd51fa384a	2a85cb1e-fa01-50da-1be9-1dff45a3ba5b	75.00%
32303843-9456-59cc-14a2-4dfd51fa384a	17f1c5cd-d21f-458b-dc59-7f918d161628	75.00%
32303843-9456-59cc-14a2-4dfd51fa384a	d7f7dc5f-5870-e0fc-b4ca-5ddff84e2ff6	75.00%
32303843-9456-59cc-14a2-4dfd51fa384a	dd960f31-a534-a1c7-0f20-81b3bfc3ae0e	100%
32303843-9456-59cc-14a2-4dfd51fa384a	10e5889b-4ff1-dc00-9139-0a2f16c29c7e	75.00%
32303843-9456-59cc-14a2-4dfd51fa384a	b1a66c43-9f14-a220-bfb0-61310080205d	100%
32303843-9456-59cc-14a2-4dfd51fa384a	0dc5e80d-c070-dc5b-b68e-2320cdab5709	100%
32303843-9456-59cc-14a2-4dfd51fa384a	0c6e0c70-b6bb-1fd0-166a-e5a028b4067e	100%
be053c38-310d-4dde-2dfd-19b4671bc5a6	890f9686-61c9-191d-30d5-393b26900191	40.0%
be053c38-310d-4dde-2dfd-19b4671bc5a6	fbd85a64-3db7-27fc-190f-417746b75e4b	95.00%
be053c38-310d-4dde-2dfd-19b4671bc5a6	339690e3-f381-0929-b7c5-782aaa2a866f	95.0119%
be053c38-310d-4dde-2dfd-19b4671bc5a6	98e7aaeb-07a6-a517-857d-88c842b4827f	16.6667%
be053c38-310d-4dde-2dfd-19b4671bc5a6	c4f5e133-eea9-356a-b7d3-02f32608c7da	25.00%
be053c38-310d-4dde-2dfd-19b4671bc5a6	2958af81-8aeb-28e7-26e4-20ac3cbf9981	90.0090%
5fb3c8e0-4303-5e0e-807e-049d9e991a51	5edb916c-280c-bba9-3e8e-bcd48250baa6	60.0%
5fb3c8e0-4303-5e0e-807e-049d9e991a51	ab1fe115-3399-adce-eea8-cd5af5e2d048	100%
5fb3c8e0-4303-5e0e-807e-049d9e991a51	612189fa-0368-587a-e0fc-3bf2182607e9	70.0%
5fb3c8e0-4303-5e0e-807e-049d9e991a51	6eb16e47-2400-e89c-d648-786e063bbd98	100%
5fb3c8e0-4303-5e0e-807e-049d9e991a51	95c93829-f882-4f3c-7f1f-d2c9c222e23c	100%
5fb3c8e0-4303-5e0e-807e-049d9e991a51	e305f38d-70e9-ffea-4f02-1617923a71cb	100%
95fd7e51-6bca-60e6-bcd1-a865d936a117	f98d7cf6-7ccc-aaca-e183-1743885af348	100%
95fd7e51-6bca-60e6-bcd1-a865d936a117	5413e72d-e7ba-f63b-495b-7cc3538f1187	100%
95fd7e51-6bca-60e6-bcd1-a865d936a117	0140a7df-691e-1d67-819b-77a958fca3db	100%
95fd7e51-6bca-60e6-bcd1-a865d936a117	3d554864-9f8a-8a00-7bf5-2e415d11cda4	10.0%
95fd7e51-6bca-60e6-bcd1-a865d936a117	74020772-e88f-6108-4817-2d73275b2adb	20.0%
95fd7e51-6bca-60e6-bcd1-a865d936a117	b9c3304a-e582-8ed9-0f03-0cb227477375	100%
95fd7e51-6bca-60e6-bcd1-a865d936a117	3bdab192-7a0e-e513-43b4-87d77690f508	20.0%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	cda5b91e-d599-12d0-1a98-41b86cd835ed	100%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	0e027019-9cd9-18d7-1a01-531f54d5a6b8	51.00%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	136e31b6-9a8b-19d9-36de-28ed852f4d7f	51.00%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	5afdcba7-9bfd-c99a-24c4-3f933cbf8891	20.0%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	960dee12-4db3-25b5-68f2-430c3f5ddca8	51.00%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	1fdece1b-2fcd-28e5-db4d-6ffab3b7801e	100%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	64063c8b-72be-92ff-25be-40b694eaff2b	30.0%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	0cdf278c-dc94-f2c5-adf5-6ed046014b51	100%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	e4d962a6-4fda-40f7-5e97-aa361a449fa0	60.0%
a2bc7b74-aca9-9b77-2cc5-35285fb85887	8afafa78-cc8f-19f7-2fbe-1fda821ee194	40.0%
34955f07-ed6b-3af6-3a52-6719fd222f97	f5e1a4c0-563f-af23-cf48-4b6d80318259	100%
34955f07-ed6b-3af6-3a52-6719fd222f97	ff85b94b-d905-6d2a-6aca-1562c8406e27	70.0%
34955f07-ed6b-3af6-3a52-6719fd222f97	b61fc3b2-d17e-31ba-2038-f59ca4087639	90.0%
8c79910f-8529-61f7-5cf6-e306566621b9	1bce4d1b-861d-9e5d-a238-b84ad4aa57fe	90.0%
8c79910f-8529-61f7-5cf6-e306566621b9	83d4de49-6afb-809c-2073-f056ff486ad4	参股
8c79910f-8529-61f7-5cf6-e306566621b9	349e4a91-f994-fb56-45b3-c88b71d8db96	75.00%
8c79910f-8529-61f7-5cf6-e306566621b9	f28c1d28-b43a-f514-9c27-707f6370ee4d	62.2306%
8c79910f-8529-61f7-5cf6-e306566621b9	73c3879b-7f34-d19c-df50-b6ba8be69431	55.00%
8c79910f-8529-61f7-5cf6-e306566621b9	52bdb9aa-6a68-4df3-6522-4158de52e65c	100%
8c79910f-8529-61f7-5cf6-e306566621b9	d4759029-c261-f571-113d-edd0d2a95ab2	80.0%
8c79910f-8529-61f7-5cf6-e306566621b9	3cea3407-ec07-d463-0c35-bcad8b95959f	60.0%
8c79910f-8529-61f7-5cf6-e306566621b9	ee027462-87f2-d243-3b97-46d0f2e2c014	50.0%
8c79910f-8529-61f7-5cf6-e306566621b9	4400f223-ef1f-4fd9-05cc-d9fbbb68b3cc	参股
dbb16dcf-423f-512b-8d64-7cd7e4fa6972	c68ae3bb-e499-f1ed-c4eb-c95228301ae7	100%
dbb16dcf-423f-512b-8d64-7cd7e4fa6972	b5f11405-7a96-2ae3-8100-63b055ef32ac	45.00%
dbb16dcf-423f-512b-8d64-7cd7e4fa6972	00747fcb-9b60-5648-4bb7-810de433a23a	100%
dbb16dcf-423f-512b-8d64-7cd7e4fa6972	232fdd3a-536a-7bd4-c8c4-b92107d38e3b	参股
dbb16dcf-423f-512b-8d64-7cd7e4fa6972	5c119d8e-03c2-d969-2dc3-feb6d9ac0900	100%
dbb16dcf-423f-512b-8d64-7cd7e4fa6972	0b8ffd87-16aa-bdda-7910-32b5a074a200	100%
dbb16dcf-423f-512b-8d64-7cd7e4fa6972	fd2bc9d5-59b8-083b-3ed9-629b93aa6832	100%
dbb16dcf-423f-512b-8d64-7cd7e4fa6972	3051c3e6-9f6f-c81d-ecb3-207b921704ae	100%
dbb16dcf-423f-512b-8d64-7cd7e4fa6972	ca50228b-aa0c-c6d4-0bf7-f73152a501f4	95.7241%
cbf46535-3ebe-c1e9-b81d-409d41665e98	5372e90b-26fd-1ff3-2307-a0035ca857c8	100%
cbf46535-3ebe-c1e9-b81d-409d41665e98	eed1355e-f51d-d66f-1a88-abbf8504d4e0	100%
cbf46535-3ebe-c1e9-b81d-409d41665e98	2027432e-5373-8702-115c-65d0dfd1e620	100%
cbf46535-3ebe-c1e9-b81d-409d41665e98	12e6b263-a2c1-ef39-cea5-5e5aa8ecf16c	100%
68b3dfae-7312-6a81-e179-645bbc8a980b	1f10af35-6b26-6386-f599-52bbba897469	70.0%
68b3dfae-7312-6a81-e179-645bbc8a980b	59f4665c-8d7a-d916-ccd4-2f4f22bea7b8	100%
68b3dfae-7312-6a81-e179-645bbc8a980b	1ef0e11a-7525-0839-d6ba-8509ba1c2da9	参股
68b3dfae-7312-6a81-e179-645bbc8a980b	b8ecf9c9-2b13-7a2b-1de7-2165c4d41628	100%
68b3dfae-7312-6a81-e179-645bbc8a980b	d7d2f31e-80ea-a704-6de8-819acdfce794	68.3371%
68b3dfae-7312-6a81-e179-645bbc8a980b	10eb3823-9842-4383-dd41-2b29e21f9aa7	参股
68b3dfae-7312-6a81-e179-645bbc8a980b	5f3c2035-e364-0bcd-597b-74b909235a27	100%
47ea2800-3a08-1adc-3aad-abb916efefae	fae745a8-ec7d-6e33-49a6-8e724038209d	21.1835%
47ea2800-3a08-1adc-3aad-abb916efefae	8764b603-1039-ec2c-d3a4-dc3994ac4c44	43.7500%
47ea2800-3a08-1adc-3aad-abb916efefae	700e93be-4d0a-49d2-21f2-ee1d6ed187b4	41.4500%
47ea2800-3a08-1adc-3aad-abb916efefae	b00af348-9430-1b36-8263-de678bc01cea	40.0%
47ea2800-3a08-1adc-3aad-abb916efefae	8534557c-0e9f-ea2b-bd46-8f2e4049ebe9	23.1591%
47ea2800-3a08-1adc-3aad-abb916efefae	cb56b0e3-f93c-a30f-6c11-fe8b6fcee3bc	100%
78275868-1aa4-dc11-816e-e265a56b1594	b1d4bbdb-a448-f090-5d07-1c6b8f006805	100%
78275868-1aa4-dc11-816e-e265a56b1594	7b51ace4-48b5-c418-8692-d5dd32334c74	30.0%
78275868-1aa4-dc11-816e-e265a56b1594	7e5acdb5-c859-8bd0-5f1b-20fc66cd8b47	60.0%
78275868-1aa4-dc11-816e-e265a56b1594	ec656743-009b-2367-33b3-50d08531dfbf	100%
78275868-1aa4-dc11-816e-e265a56b1594	afa5bbdf-1fc5-4948-01d4-1c4884ac2a59	100%
78275868-1aa4-dc11-816e-e265a56b1594	b78dd3d9-9f6e-ecec-280d-04d97e399016	100%
78275868-1aa4-dc11-816e-e265a56b1594	ddcc5d02-2266-83f7-71dd-1c91741d3edb	100%
78275868-1aa4-dc11-816e-e265a56b1594	766120aa-b53c-16b9-682f-318e595c9ffc	100%
78275868-1aa4-dc11-816e-e265a56b1594	a23e9b46-fa0c-c620-d846-bc5de8ba377e	80.0%
4182d857-ae75-b69e-8deb-b9c5ad814e2b	8be91725-0128-fcc2-b6dc-657bb69d9118	参股
4182d857-ae75-b69e-8deb-b9c5ad814e2b	4fdac471-b27b-a996-5d0d-3982e3d173c2	90.0000%
dc333fb0-fb1d-bded-e584-ecf10b098fe2	4f6c3b89-5ee5-6cfc-f3b7-cb4b94d46338	66.6667%
dc333fb0-fb1d-bded-e584-ecf10b098fe2	241d032f-9280-ba32-68b0-e3fc98f12877	51.00%
dc333fb0-fb1d-bded-e584-ecf10b098fe2	af10d8c1-a710-cd81-b56d-aee92edfd924	51.00%
dc333fb0-fb1d-bded-e584-ecf10b098fe2	55910a00-8add-b086-f546-59e414b4328e	50.0%
dc333fb0-fb1d-bded-e584-ecf10b098fe2	881c9ce0-60a5-ba9e-f87e-0545fbe59300	35.00%
dc333fb0-fb1d-bded-e584-ecf10b098fe2	7e00719b-71d7-a3a0-d4d4-ec5c85d45b9f	51.0001%
dc333fb0-fb1d-bded-e584-ecf10b098fe2	45233b12-d6bc-8e4e-86b7-c57f3d9c1b70	100%
dc333fb0-fb1d-bded-e584-ecf10b098fe2	e63c5a12-c393-c013-d239-3c36fee8f217	60.0%
dc333fb0-fb1d-bded-e584-ecf10b098fe2	c1c48891-936a-2c4f-dcb0-342c7d2f8daa	100%
b2ceca2f-1d0b-e06e-7fc4-e5ffe252f743	13ba53e7-ed90-6f9b-81fd-f67d9c78d4f0	100%
b2ceca2f-1d0b-e06e-7fc4-e5ffe252f743	ed0f5973-ecec-4a82-9ca2-aacb4fb36d2b	100%
b2ceca2f-1d0b-e06e-7fc4-e5ffe252f743	19dfa99a-18af-3730-4f44-3dcc9cf80aa4	100%
b2ceca2f-1d0b-e06e-7fc4-e5ffe252f743	8add501b-7db7-b437-110c-f40d4f6b8ba4	100%
b2ceca2f-1d0b-e06e-7fc4-e5ffe252f743	b781ea8b-11e4-c837-3549-7ea210c2c332	100%
b2ceca2f-1d0b-e06e-7fc4-e5ffe252f743	136a7814-15d0-5dd2-4359-5485424e5493	100%
b2ceca2f-1d0b-e06e-7fc4-e5ffe252f743	3730e9be-efb9-2ddd-ec40-97f48652bd20	100%
b2ceca2f-1d0b-e06e-7fc4-e5ffe252f743	8f91850a-3d12-4020-a1fa-506b173280f0	100%
b2ceca2f-1d0b-e06e-7fc4-e5ffe252f743	34d84a44-2e03-84d9-7477-d9e4c76932ef	100%
2f9e34ac-4115-6987-04fd-329db96018f0	9cd9dc07-a2fe-5239-e1ff-9f65daba7836	100%
2f9e34ac-4115-6987-04fd-329db96018f0	4feee021-f72c-5e71-a208-4ac4dd4bd42a	100%
2f9e34ac-4115-6987-04fd-329db96018f0	b50a36c7-f42c-20b3-5828-1de3c669f0d1	100%
2f9e34ac-4115-6987-04fd-329db96018f0	6b0edc2b-4f8d-b9d5-79ad-fe39214188d5	5.00%
2f9e34ac-4115-6987-04fd-329db96018f0	a2c2cadf-4ed3-5d8c-51ee-43e53b86f9b0	100%
2f9e34ac-4115-6987-04fd-329db96018f0	4943e09a-b643-29b1-55c4-f6e8066ce068	100%
2f9e34ac-4115-6987-04fd-329db96018f0	414be824-6ee2-35e5-8a70-1a0b9c67d1bf	26.00%
2f9e34ac-4115-6987-04fd-329db96018f0	57162f74-d130-f462-ca19-1e7adb736e63	99.9001%
2f9e34ac-4115-6987-04fd-329db96018f0	c396e723-5595-025b-ce5f-21dbd0cb88a4	100%
2f9e34ac-4115-6987-04fd-329db96018f0	748e5df9-61c7-30da-a077-f41778708636	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	fe39c9ff-884a-fba0-73f6-d2401abfddee	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	ea996c57-cad9-60f5-47a0-3ce063067b49	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	3511f47e-8de3-5985-6121-74e7ead4752f	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	8360548c-5c70-2c43-94b9-139466d10816	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	4943929f-e0d6-4771-05d0-de698bdc482f	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	1acb6f56-10a6-42d5-2771-f9c41484d863	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	2c3828b4-6be0-41b3-5f99-81797bfa3852	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	4f9b046a-fa06-600f-c243-441096cd41ad	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	9887ab7a-5724-6fbc-e5a3-442e11cb576f	100%
9a1d36e5-7f56-e1d6-ffec-d58c92662196	f3e970d1-94d1-54d0-8d6b-856004d5e285	100%
2f7c47f9-a0b3-a1e7-bac6-0b33281658ff	c8aae9c1-f5d2-4f32-f2b1-8c853cc0a777	100%
2f7c47f9-a0b3-a1e7-bac6-0b33281658ff	970c0652-540c-0658-4188-63806160d84f	7.1429%
2f7c47f9-a0b3-a1e7-bac6-0b33281658ff	37e2f09b-2f4b-6e9c-e763-3e759a0a85c8	90.0%
2f7c47f9-a0b3-a1e7-bac6-0b33281658ff	8212fdc9-3c0a-9673-8d69-630c582d4271	100%
2f7c47f9-a0b3-a1e7-bac6-0b33281658ff	90d1ee78-2261-7a59-4fe2-a6d3330dd20a	75.00%
22f5d6a8-9497-86ba-dccf-46ae835aea3d	b0d67089-f548-6d8e-a32e-22e6f812015d	30.0%
22f5d6a8-9497-86ba-dccf-46ae835aea3d	4a3f1856-ba40-5869-f96b-1be10b5e38e3	40.0%
22f5d6a8-9497-86ba-dccf-46ae835aea3d	15f08d53-2ad1-1166-6245-ee24ae57f009	17.500%
22f5d6a8-9497-86ba-dccf-46ae835aea3d	f5ce7273-c209-f1c0-3abb-e0843af3951e	35.00%
22f5d6a8-9497-86ba-dccf-46ae835aea3d	61565f50-eb4b-5d9d-520d-b040fddd7384	100%
22f5d6a8-9497-86ba-dccf-46ae835aea3d	f45ceec9-c4a6-c2fb-209e-c97c0aff04fb	30.0%
22f5d6a8-9497-86ba-dccf-46ae835aea3d	62a0423a-b8cb-ad25-d7d3-2045c3376a17	48.9999%
22f5d6a8-9497-86ba-dccf-46ae835aea3d	40209c7a-baef-011a-83ee-47a485677a38	39.9924%
22f5d6a8-9497-86ba-dccf-46ae835aea3d	b645a655-0102-effb-d92d-8e898f69430d	参股
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	dd5644ca-b9bd-64c3-2092-dcf7f2c634d7	51.00%
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	5a463e0c-f6a1-6b3d-7f71-62154d3b37fa	100%
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	4f7ced9f-7a3b-5595-c45a-76a8cd68ffdb	100%
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	3f6f09f4-a9a6-ebd9-6297-c9e66591fc8c	100%
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	5e2c79b2-86f9-606a-4549-b82f8f8b0423	100%
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	5258ffe9-e302-1507-e07d-48d957407548	100%
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	ad32ceca-770f-a2cc-bcb0-37ccd3076310	100%
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	67a95430-89f3-5344-a7cf-08535b955c07	100%
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	7d3679a5-d086-50e2-a61f-ddc4b8dd6091	51.00%
1748ae38-7a18-e2e9-5113-9f9d2b7dce34	42707a9c-80de-425a-cf30-2ae615d6191a	100%
b14bb155-1114-49cd-a0e8-b38bf2022dfb	963344bf-b490-7605-aa86-c27279eaa71f	70.0%
b14bb155-1114-49cd-a0e8-b38bf2022dfb	1806461f-6ff3-3eb2-19de-21f47c2fd973	100%
b14bb155-1114-49cd-a0e8-b38bf2022dfb	674a2ca4-8981-2f7f-f1f7-542bc2830c9e	100%
