investor_id	investee_id	ratio_of_investment
90f8b6a8-931a-0bae-8963-409b6c219aae	45ed9036-75fc-ddbf-8562-61ec229e15ae	100%
90f8b6a8-931a-0bae-8963-409b6c219aae	e8c3482d-56c7-c61b-9f19-b855d5a0b3c7	100%
90f8b6a8-931a-0bae-8963-409b6c219aae	be59b3e6-3162-db18-b3bc-e4065b86fcda	100%
90f8b6a8-931a-0bae-8963-409b6c219aae	ec1f0bb6-c6df-716d-ba1b-740e1aa86591	100%
90f8b6a8-931a-0bae-8963-409b6c219aae	a53a494b-eedf-fbc8-6504-0f93e9e306b3	参股
90f8b6a8-931a-0bae-8963-409b6c219aae	981525a7-10b2-53fc-a26d-6c14dc227e32	100%
34559c93-a6c6-52ae-283a-b20003221ed0	e554d5ea-d758-aef2-218b-46eadb73a83a	75.00%
34559c93-a6c6-52ae-283a-b20003221ed0	0d45754a-d328-35e6-5fea-18814011cd4e	100%
34559c93-a6c6-52ae-283a-b20003221ed0	f30e46e7-071f-6b32-81f2-662ad03d6ece	100%
34559c93-a6c6-52ae-283a-b20003221ed0	de96028b-80f2-c12b-cdcd-718c9bd48bf7	100%
34559c93-a6c6-52ae-283a-b20003221ed0	63b531dc-b7ad-1489-8dab-72b9fc2dc560	100%
34559c93-a6c6-52ae-283a-b20003221ed0	0e75a4ec-da7d-1c92-04d9-8221d57ee3c9	100%
34559c93-a6c6-52ae-283a-b20003221ed0	ac0e21b9-bb48-feb8-0905-2218ba2cb113	100%
7f1312a6-64ca-ec2d-78b6-e8ef7b68a498	704bdfdf-7a67-f807-2d27-fcfc6ae69db7	20.0%
7f1312a6-64ca-ec2d-78b6-e8ef7b68a498	cfefe813-846b-012f-8ef8-fe48b880e618	57.1429%
7f1312a6-64ca-ec2d-78b6-e8ef7b68a498	24495f32-2cfe-5d90-8b04-2f1253fca4fd	100%
7f1312a6-64ca-ec2d-78b6-e8ef7b68a498	40aa5f17-806c-a77f-e753-faeea4a2227e	34.00%
7f1312a6-64ca-ec2d-78b6-e8ef7b68a498	77297bb9-22b3-efe4-be6a-553f7289b338	84.00%
7f1312a6-64ca-ec2d-78b6-e8ef7b68a498	8c5547e2-6cef-283d-1dca-0a0f428ff704	100%
aa4aad80-939b-d918-fed5-f6126f1de4bc	a04c84fd-c3b7-b388-3b04-2dbbb850291c	35.00%
aa4aad80-939b-d918-fed5-f6126f1de4bc	1bfaf179-128c-9fdb-cada-3ea938b70c3b	参股
aa4aad80-939b-d918-fed5-f6126f1de4bc	40ae9317-d6b9-7b0d-4404-9e0b4f752b79	30.0%
aa4aad80-939b-d918-fed5-f6126f1de4bc	97f5e019-68ba-1c3b-a71e-3ba2c0312b0e	35.00%
aa4aad80-939b-d918-fed5-f6126f1de4bc	b8174d2c-cec6-6475-371a-73af78633664	100%
aa4aad80-939b-d918-fed5-f6126f1de4bc	a224b636-1da3-e3a2-9375-9d904a3519f6	100%
aa4aad80-939b-d918-fed5-f6126f1de4bc	d84b7b53-bd6c-7373-32d1-fd4659019110	51.00%
aa4aad80-939b-d918-fed5-f6126f1de4bc	16ffeaff-0d16-6be8-8e86-0ceb1facf1d6	51.00%
aa4aad80-939b-d918-fed5-f6126f1de4bc	3f2c104d-fbb0-a92c-b4a9-6bc8d9244550	51.00%
aa4aad80-939b-d918-fed5-f6126f1de4bc	2f7ac4bb-dff6-eb7b-3f3c-34fd65859c03	51.00%
2a1e8e3b-9782-a161-e359-4563a04ba8e1	e365697f-5bab-aec8-4248-b30e9f373b9c	1.2907%
2a1e8e3b-9782-a161-e359-4563a04ba8e1	252ab7ee-83ef-fa56-6cd5-0a1db73821dc	50.0%
2a1e8e3b-9782-a161-e359-4563a04ba8e1	5732a7bb-5f56-88c5-8952-f3659c68e597	48.00%
2a1e8e3b-9782-a161-e359-4563a04ba8e1	de63f1e2-a89c-6da1-cd04-f0e6882ceca8	0.200%
458736f2-8efa-21aa-e4a3-9a26e8a51413	34f8c30b-c6ef-94bb-42f6-865177473921	参股
458736f2-8efa-21aa-e4a3-9a26e8a51413	ac4571af-44cb-e427-5210-c10ac1ed35ed	100%
458736f2-8efa-21aa-e4a3-9a26e8a51413	4b09a2be-9aaf-b207-c461-81b5ad28bbe3	80.0%
458736f2-8efa-21aa-e4a3-9a26e8a51413	b7e4a007-f81a-8533-9cc0-17cce44a1adb	100%
458736f2-8efa-21aa-e4a3-9a26e8a51413	817aefd0-f897-f635-2396-23de8055fab8	80.0%
06164317-523d-e2ad-bb26-fb934615c7e3	fcf17cfc-42af-1c2a-63c3-77cfe6209809	100%
06164317-523d-e2ad-bb26-fb934615c7e3	e71ef171-0f29-05a9-7475-fffe94380518	100%
06164317-523d-e2ad-bb26-fb934615c7e3	d7ba7a18-1308-4243-e1e8-6aecbd644087	100%
06164317-523d-e2ad-bb26-fb934615c7e3	ea9d6c00-55ec-e21a-d191-9305706f20e3	100%
06164317-523d-e2ad-bb26-fb934615c7e3	1d1cdda4-a42d-5792-bf39-04de80f2d58f	100%
06164317-523d-e2ad-bb26-fb934615c7e3	0453ea92-917d-f01c-0c1f-164bdbfa33e4	100%
06164317-523d-e2ad-bb26-fb934615c7e3	76801ab2-b037-04e1-eaa2-c008e7c5c27b	100%
06164317-523d-e2ad-bb26-fb934615c7e3	6f508c21-de2d-3314-4029-ab5b28ca3566	100%
06164317-523d-e2ad-bb26-fb934615c7e3	3acdfe28-9152-bde7-fd61-0937e316a73e	100%
06164317-523d-e2ad-bb26-fb934615c7e3	647dee7c-8735-e9d7-2ef0-ad920b840b36	100%
ac8e29c4-d89f-d533-833d-0cde34a7138f	eff75037-bfab-08a5-400a-9a5aee3aa0a8	100%
ac8e29c4-d89f-d533-833d-0cde34a7138f	b706835e-0b9a-227a-93d5-cc1935cb95da	100%
ac8e29c4-d89f-d533-833d-0cde34a7138f	f779f45c-7c50-3d4c-7a73-aad39961fb67	100%
cd58dead-5831-9b24-037c-a18166406c04	8a2b758c-d7e2-0591-ee54-67167a43fe57	参股
cd58dead-5831-9b24-037c-a18166406c04	21ca2537-5695-446e-9e8d-1fdf0ce1b72d	100%
cd58dead-5831-9b24-037c-a18166406c04	e3c056c4-2ac9-bc50-a6b1-7b638c891e4a	100%
cd58dead-5831-9b24-037c-a18166406c04	7cdfc4ed-f476-ca6f-1c18-9a9218734f3f	100%
cd58dead-5831-9b24-037c-a18166406c04	41e2e8b6-36ea-4822-52b7-101ac7f47297	100%
cd58dead-5831-9b24-037c-a18166406c04	fd430547-2662-bd82-78df-b03a265b23e1	20.0%
cd58dead-5831-9b24-037c-a18166406c04	455ac0a1-cb67-81c5-1a5a-2aa47de0ae30	参股
96ac795b-54ff-463c-0f1b-4caa11059f88	44411911-4273-ef88-2a7a-3390651e387d	100%
96ac795b-54ff-463c-0f1b-4caa11059f88	e465aa64-1766-b115-fad3-f7fd6c41c7b0	100%
96ac795b-54ff-463c-0f1b-4caa11059f88	d597b496-6213-7429-0a48-2cc1d25aa9bb	100%
96ac795b-54ff-463c-0f1b-4caa11059f88	858aa5de-220f-3932-f848-d9f2ef5a9533	100%
96ac795b-54ff-463c-0f1b-4caa11059f88	9e075ee0-9793-b3d8-c052-d75623af9543	100%
96ac795b-54ff-463c-0f1b-4caa11059f88	a78b5636-5077-8ad6-51dd-878b981b85e2	100%
96ac795b-54ff-463c-0f1b-4caa11059f88	ce790be4-bc89-9b73-c9e6-278bf0734038	95.00%
96ac795b-54ff-463c-0f1b-4caa11059f88	941ad6e6-650d-8d04-8b52-19a21db52017	24.100%
96ac795b-54ff-463c-0f1b-4caa11059f88	46a37465-5ba8-f171-1fb9-29f5bb1c0682	100%
96ac795b-54ff-463c-0f1b-4caa11059f88	f3ef0bf5-0129-f302-d074-b42a4e130c7e	100%
feedf40c-28eb-7235-8103-8fa25d60d38f	0a96371e-749b-26ec-ce67-0993d841d2f3	100%
feedf40c-28eb-7235-8103-8fa25d60d38f	b7fd1f3e-8330-f59f-97a3-71e725337837	100%
feedf40c-28eb-7235-8103-8fa25d60d38f	81d0f6ed-9cc6-e14c-01c8-8a60d50c3d91	100%
feedf40c-28eb-7235-8103-8fa25d60d38f	1ed8ac9e-3c3c-436f-dc59-207c9c5a4715	100%
feedf40c-28eb-7235-8103-8fa25d60d38f	cb1e337a-2d01-1af8-a510-a5aa16620b52	95.00%
feedf40c-28eb-7235-8103-8fa25d60d38f	390af1a4-3f54-b18b-7b55-a54042914645	100%
8abd2c44-5c2d-d77d-a43b-c3528411f7d3	1582d44b-11b9-d8a9-510f-9a8a1f560cf6	100%
8abd2c44-5c2d-d77d-a43b-c3528411f7d3	a881d51f-e316-0465-cd8e-eb179d2ffd7b	100%
8abd2c44-5c2d-d77d-a43b-c3528411f7d3	0bc8c263-6847-bbc5-38ff-e6dd4338af7a	100%
8abd2c44-5c2d-d77d-a43b-c3528411f7d3	ce6af55f-e9d1-9ab8-130c-881c4daa579b	100%
957da180-9fa1-91a2-eda2-7d9318804148	af4b7454-5484-1910-87e0-4aea471f59af	100%
957da180-9fa1-91a2-eda2-7d9318804148	d9972d28-da67-738d-f031-c0bf6dd37fcb	100%
957da180-9fa1-91a2-eda2-7d9318804148	e709feed-6125-e235-63a7-09cd5d7ff97b	100%
957da180-9fa1-91a2-eda2-7d9318804148	e993e6f4-fdbb-e98f-b357-5dded27425b2	23.9999%
957da180-9fa1-91a2-eda2-7d9318804148	da23ef7b-8abf-b8c1-ae6a-f1ac4ac90ec3	100%
957da180-9fa1-91a2-eda2-7d9318804148	f4cfed1a-bf4a-d333-e2d9-082761582372	100%
957da180-9fa1-91a2-eda2-7d9318804148	834229b4-931e-bbb5-2958-e623106c9bfc	100%
957da180-9fa1-91a2-eda2-7d9318804148	959fcae9-dc5c-db01-e942-58783d73a3b8	100%
77513d4f-1f00-d977-133f-c0c94fc47683	4f9b0f97-bfef-bb8a-06e4-714b7c1f65b9	20.0%
77513d4f-1f00-d977-133f-c0c94fc47683	cc54397c-145e-ca95-95a6-c31f67fce95f	98.7532%
77513d4f-1f00-d977-133f-c0c94fc47683	147df37d-5c2f-1cfa-33c7-217dc7de8bea	100%
77513d4f-1f00-d977-133f-c0c94fc47683	a1151f40-3cad-c766-c6d6-9a89cb99ca4a	10.0000%
77513d4f-1f00-d977-133f-c0c94fc47683	a2da2616-ce08-20e2-02da-2aa4665889f9	100%
77513d4f-1f00-d977-133f-c0c94fc47683	4768b964-39d8-4cb0-92f6-0e8f59bc75df	10.0000%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	1effe17a-1be9-44f7-b246-4ef7e5ad935d	100%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	a78f0e1d-46a5-28d7-473f-ec76340dc3c6	100%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	8b677842-42b7-d2f6-f1ac-7940dd216d18	5.00%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	6e0a41cf-3592-a29b-61b4-ae07b45e0b91	45.00%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	31ad93da-565d-6d3d-9e17-a78bc11993c0	60.0%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	43f24c11-9ac2-e3e5-716a-5254fa9dcd2d	51.00%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	49de3c98-e987-a01d-326e-255ff2a49c55	60.0%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	2a8a52f9-8adc-5815-3320-871b0f038007	60.0%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	925e7fcd-f3ea-076b-07f4-0371675650b4	51.00%
8ad474fc-9588-eb66-bb3f-fb2ce3045a08	0024053a-074a-c4fd-5648-d996ac1f6146	80.0%
3fe9e911-da0b-3414-0e30-3935c40e4b01	953979b7-6256-06d6-60d1-41518cd994e7	60.0%
3fe9e911-da0b-3414-0e30-3935c40e4b01	cfe31140-e57c-8087-9375-dd9a31e7accb	85.00%
3fe9e911-da0b-3414-0e30-3935c40e4b01	be078810-d340-4c78-8390-94ad8923cc4a	参股
3fe9e911-da0b-3414-0e30-3935c40e4b01	de929999-02ad-1cad-9da6-2672dbcb32f3	100%
3fe9e911-da0b-3414-0e30-3935c40e4b01	61224a6e-65cc-0e3b-f5e8-3f2e604e48af	85.00%
3fe9e911-da0b-3414-0e30-3935c40e4b01	2179f040-e69f-72db-6896-7dad4914428d	100%
3fe9e911-da0b-3414-0e30-3935c40e4b01	921da11b-ad10-5361-9272-a8f0888665fb	100%
3fe9e911-da0b-3414-0e30-3935c40e4b01	0c681b51-2390-c9dc-98f4-d7410d4dab42	100%
3fe9e911-da0b-3414-0e30-3935c40e4b01	aba4d010-f749-20b2-ca62-8e8d2504a0b9	100%
3fe9e911-da0b-3414-0e30-3935c40e4b01	96716b18-de33-16a6-79da-f1a803e59e78	100%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	3784d758-0f0f-a98d-4a55-25bcbcf95a68	22.00%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	22aef7ed-6953-0faf-2f9d-3d9640b0ebb9	51.00%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	cfae8ab7-77a2-3fd4-0552-9002d0cadd5f	50.0%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	e4d9e80e-c904-bbb9-3340-18cfd79d202e	100%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	e7e9b202-6f26-e549-6a2f-6a383b9b165c	49.00%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	6ea157dd-fd46-5b93-98de-f11955ff85ca	60.0%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	dd435177-3a14-61be-9eb4-651f13b3f9e3	70.0%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	76364187-df98-c593-cc5e-f95f5090f438	100%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	d4654a63-4ac5-6bfb-7e94-af41402a07de	100%
7f3f5db1-42cf-8f1d-88ae-11ed484a0b6e	6f78101a-da8c-c052-353b-3715c9511222	70.0001%
48b52bf4-7574-e96b-6c8b-d0f164810a54	45ffb992-10d1-09a7-0e7f-56b05245e0be	48.3481%
48b52bf4-7574-e96b-6c8b-d0f164810a54	bcdb8cfb-4e0b-f107-fd35-0fd2bf3fa16c	100%
48b52bf4-7574-e96b-6c8b-d0f164810a54	c16d96ff-bb86-b67c-2300-45a7a14332d2	100%
48b52bf4-7574-e96b-6c8b-d0f164810a54	7737806e-b1d3-e488-cf3f-2e0a66b34177	100%
48b52bf4-7574-e96b-6c8b-d0f164810a54	95cd3b32-e0fd-8321-0961-cdf90e3eeba3	100%
48b52bf4-7574-e96b-6c8b-d0f164810a54	88ca04aa-8289-d974-1f64-e227f092f08c	100%
b917ffc7-f39b-48d1-3412-15d9208404cf	4579785f-7198-f77b-a65d-f2dff3a1b070	15.5692%
b917ffc7-f39b-48d1-3412-15d9208404cf	b677a93c-0f9d-60c4-9d60-fbfbf4f249e8	55.00%
b917ffc7-f39b-48d1-3412-15d9208404cf	2fe20ecd-795a-e618-33cb-facfdccb62e6	51.00%
b917ffc7-f39b-48d1-3412-15d9208404cf	13f7492f-6552-ec69-e46e-5c680b3a49a9	60.0%
b917ffc7-f39b-48d1-3412-15d9208404cf	5f7e2226-e09e-3b2e-ee7f-2a1fc9e6f914	50.9996%
b917ffc7-f39b-48d1-3412-15d9208404cf	5f34b808-c7a8-52a0-a6c5-fd7c6bcdb768	49.7488%
b917ffc7-f39b-48d1-3412-15d9208404cf	b68ec39f-1473-ba28-bab9-3d8cccdd4d54	41.00%
b917ffc7-f39b-48d1-3412-15d9208404cf	1d0eff2f-cc7e-752f-dc0c-ace81b28c3b2	51.00%
b917ffc7-f39b-48d1-3412-15d9208404cf	88448771-420e-796a-4ae8-dfebcb5b19bb	51.00%
69139a3d-cb68-fdb8-35c4-031ee6190fd7	ccf13cdd-da9a-c528-d407-d33639f1a13a	20.0%
69139a3d-cb68-fdb8-35c4-031ee6190fd7	83fc8c27-fb31-42cd-4d93-a72742aa34c0	67.00%
69139a3d-cb68-fdb8-35c4-031ee6190fd7	51f1d78c-765f-ef42-89e3-64cce0cd786b	40.0%
69139a3d-cb68-fdb8-35c4-031ee6190fd7	0af62beb-49c8-bc55-554f-ce19e7ab359d	51.00%
69139a3d-cb68-fdb8-35c4-031ee6190fd7	e8ae3806-6ce2-f501-cbd2-506cfdca9cdc	19.0476%
69139a3d-cb68-fdb8-35c4-031ee6190fd7	c0d8a385-feef-3722-7e7e-ddf8971f5ec7	100%
69139a3d-cb68-fdb8-35c4-031ee6190fd7	c7e5cce1-8f65-e394-c2a3-48dd8bd5876f	参股
69139a3d-cb68-fdb8-35c4-031ee6190fd7	97f4fe92-5b14-f55e-8b38-1776ab0569d4	100%
69139a3d-cb68-fdb8-35c4-031ee6190fd7	bfa90940-e447-d2db-76e9-40cbf12f7805	64.9858%
69139a3d-cb68-fdb8-35c4-031ee6190fd7	c8dd8e80-4c63-eda6-a2c4-f603d99ffaac	100%
e9f220f4-7834-aa6b-a2c4-b40a99a023ed	3ba64f4d-2656-cc47-6913-f5c260f892ce	80.0%
e9f220f4-7834-aa6b-a2c4-b40a99a023ed	855ee8b6-da97-9c52-bc87-120668b57cdc	20.0%
e9f220f4-7834-aa6b-a2c4-b40a99a023ed	ef39f4fb-8727-d0ba-fcca-e291913d7641	70.0%
e9f220f4-7834-aa6b-a2c4-b40a99a023ed	5a136625-f102-d32f-cb43-bbb959d36ea4	100%
e9f220f4-7834-aa6b-a2c4-b40a99a023ed	9f953e54-75f7-f138-c1db-5d860a5d154a	88.00%
e9f220f4-7834-aa6b-a2c4-b40a99a023ed	e3178573-01c8-24dd-9def-a0b0569680cd	10.6952%
e9f220f4-7834-aa6b-a2c4-b40a99a023ed	cb72b8a0-8bf7-c5ac-77a2-fd7e076f941b	100%
e9f220f4-7834-aa6b-a2c4-b40a99a023ed	bc7f596a-6f7e-2767-216a-7add26d6c52c	100%
e9f220f4-7834-aa6b-a2c4-b40a99a023ed	b8f7e23e-cae5-56a4-deb3-a89a1a7e5364	100%
c71418e1-16ff-43d1-28b8-b7604ce59733	8db03585-0cbf-108b-4133-f865becfc869	100%
c71418e1-16ff-43d1-28b8-b7604ce59733	738921af-f1e4-3c17-bc30-fa6b7a6e114e	100%
c71418e1-16ff-43d1-28b8-b7604ce59733	3c524e38-2098-9d42-5b72-6901c6040e06	100%
c71418e1-16ff-43d1-28b8-b7604ce59733	6b31537e-aba7-1789-d4aa-5da8163b0073	100%
c71418e1-16ff-43d1-28b8-b7604ce59733	5a97b198-9017-3abb-2a70-d257a697ddf3	100%
c71418e1-16ff-43d1-28b8-b7604ce59733	0a002260-ba3e-9ae2-c1d4-b1d2882b54e1	78.7139%
c71418e1-16ff-43d1-28b8-b7604ce59733	2c6901fb-f2b5-c275-09d0-b471c9bb9b86	100%
c71418e1-16ff-43d1-28b8-b7604ce59733	a713ccc3-6a18-04cd-f88a-f8afb7cb8e21	100%
c71418e1-16ff-43d1-28b8-b7604ce59733	afdce55a-e760-dd7d-2890-ae6626bd7bc6	100%
c71418e1-16ff-43d1-28b8-b7604ce59733	1d9115dc-a276-c717-866e-b2e474c010b3	100%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	d2dc8b5d-a8e5-10e6-f1f6-21e7d3f40513	63.7500%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	f25a4e7d-e04d-a030-0c84-69686457984e	94.00%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	f1337b2f-cef9-ad53-55c9-00176469bd6b	100%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	fb02459c-f423-93c8-0c86-41be63391bfb	100%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	e24645c2-87c9-9c81-701d-e8d8c854c2a2	100%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	764993f2-24b0-5d61-366a-360c6ba40be0	51.00%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	1a9d8ebe-493b-3a25-8859-fbd4e5017d9d	90.0%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	5d8475f3-bf2c-1be7-03d1-3bb6a495ee11	100%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	e717f5c6-b06e-5c48-5043-f54f1d132ea3	100%
2e4f74b9-b9f4-2f4d-e523-f8410ad25d54	1252631c-382c-d7ad-5367-220493f3fb23	100%
be447b85-b130-af9e-a1f6-6aa7eb8cb5d6	9dd1e176-df68-5721-41ba-b16d5c26fb35	100%
be447b85-b130-af9e-a1f6-6aa7eb8cb5d6	58799834-26fb-568e-439c-4e8e58e52111	5.1633%
be447b85-b130-af9e-a1f6-6aa7eb8cb5d6	a01b1b85-14fe-bce3-c9e2-1d822bb03614	20.0%
be447b85-b130-af9e-a1f6-6aa7eb8cb5d6	a34c4160-db22-4e0b-8ed7-5da2694a427a	10.5307%
be447b85-b130-af9e-a1f6-6aa7eb8cb5d6	ede3c1c1-1062-923f-af31-b1fb6b78b1fa	51.00%
be447b85-b130-af9e-a1f6-6aa7eb8cb5d6	83b95ae1-92e0-5bb3-121c-7c525a1b120d	100%
be447b85-b130-af9e-a1f6-6aa7eb8cb5d6	85d94e4c-2717-a989-b5b2-411cb95af304	0.1957%
be447b85-b130-af9e-a1f6-6aa7eb8cb5d6	0162d425-4730-efe2-dbd6-ac0d8fc4cb03	75.00%
a0e2b534-6704-7827-63fd-1f3578d30062	9327c587-5ce6-b6db-8abb-0c35f8e23d3f	100%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	7bfa2b0e-da12-f079-8aa0-46b06bf40b67	100%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	bd11d765-9b19-63c7-3d95-3cbee6c4d455	60.0%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	6d92cf0a-e698-7878-921e-8e14f052b6d4	50.0%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	27a077fe-ef76-13aa-ee6a-4fd21de28a7d	50.0%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	06b74d9c-14d4-4c2a-4623-be95dd6b87ee	100%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	e5e67796-24ca-3378-e7b2-7b87453f1c8a	51.00%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	f96da82d-cb4f-c542-8c55-6b4b9c4d7255	100%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	1ca0732e-c844-d4e0-af52-3b2831ecd19f	100%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	f6b753f7-9811-3054-cfa1-915ec07419aa	51.00%
a06d6d4e-1f80-56c2-1c2b-d54ba37f8942	6b659d3b-33d1-cddd-4cf7-ede92e5f994a	51.00%
99ff8621-1f7a-7c86-d688-3335b38f9842	0f775d25-45b3-205b-4043-5b71307296c0	100%
99ff8621-1f7a-7c86-d688-3335b38f9842	a3352019-fe5a-d792-fa74-49c617bf4da2	40.0%
99ff8621-1f7a-7c86-d688-3335b38f9842	f62c3660-f99f-440a-8cc7-858a3193aec5	40.0%
99ff8621-1f7a-7c86-d688-3335b38f9842	7b3aa366-50fe-d7bd-374e-0912930924ad	100%
99ff8621-1f7a-7c86-d688-3335b38f9842	9aef86b0-a530-78bd-d83e-894da44edd4d	60.0%
99ff8621-1f7a-7c86-d688-3335b38f9842	4667e738-0718-d9c4-1f1f-1394246afb20	58.8235%
99ff8621-1f7a-7c86-d688-3335b38f9842	f07b3f72-abac-9585-a141-93f7f483281e	100%
479cb9b0-4a0c-cb3e-4055-b5779acfd5c3	de2263c9-96ab-27d2-0b7e-f290f9ea328b	100%
6e03d0af-2c4d-8697-9b24-a52410a02d05	415a7f11-4b02-4abb-7072-67ce27236881	参股
6e03d0af-2c4d-8697-9b24-a52410a02d05	c3a4582e-d8fb-cc4e-38c4-26f0b895b141	100%
ce978a46-7d27-fe5f-e29c-2c1b87c25fa6	4373e393-4aca-2e89-0b70-511bc256353f	100%
ce978a46-7d27-fe5f-e29c-2c1b87c25fa6	fcad1ea6-6634-a66b-2af0-6588b055db64	100%
ce978a46-7d27-fe5f-e29c-2c1b87c25fa6	e5272cef-0a3a-5175-41b0-99b7ad41c2fb	6.00%
ce978a46-7d27-fe5f-e29c-2c1b87c25fa6	8b5d2007-6a97-bb75-ed6c-10305fbc9ccc	100%
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	82f0669e-084d-0387-cd65-e3227031fc01	66.6556%
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	592fba56-b1b3-5800-a785-123d9802a17a	100%
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	0a5e4b02-dfa3-e36b-679a-f9ce1982ac47	参股
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	838e6d17-ce89-1036-867f-f9a6f1fa3d88	59.9880%
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	c0e69c8e-0f39-8a09-de37-760b19c7b2a9	79.9913%
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	f675d873-1286-a446-5edc-54ca2dd66f03	99.4530%
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	6f8b8d4a-f723-5fc1-5c32-cdba24c4dc4a	54.0541%
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	a3630f0f-dfd9-699e-aacc-c8efcbf9ccf5	46.8750%
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	dcb214f1-a0e6-61a3-4b03-142469de3b89	79.9984%
6ce6c330-ae35-5ef0-b2af-36c00a5bb2e4	a6093254-8767-1962-3ffc-10561ffb5071	100%
df5012c0-19b5-ade5-0bce-b628d8699a68	73264e3e-9ea4-15be-45d4-2d75e4049026	100%
df5012c0-19b5-ade5-0bce-b628d8699a68	7addabc6-23a0-3a23-c441-3b31b5e88b3e	100%
df5012c0-19b5-ade5-0bce-b628d8699a68	d10e0b38-c149-9f4f-191e-f49ca9bd0966	99.9939%
247bbde1-dc97-6704-9662-38210801abf2	6c508446-9c14-d4d8-9ffa-8dd1c0628832	5.00%
247bbde1-dc97-6704-9662-38210801abf2	0de969a0-be05-4072-eb08-d9054e9fa3e9	97.500%
247bbde1-dc97-6704-9662-38210801abf2	f17d7851-d973-34dc-e335-5bbc874bdc0e	70.0%
247bbde1-dc97-6704-9662-38210801abf2	8484a8fd-0777-efb2-8680-543494eb3ae1	100%
247bbde1-dc97-6704-9662-38210801abf2	d24d756e-044a-d1c4-cddc-32a4b60b20c9	46.00%
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	2282761c-eca1-eaf5-b3d2-74659350ef13	参股
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	b6beb0d5-c524-1763-a710-86c8bc2d38fc	100%
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	42c22161-147a-024c-224a-ff380c0479a4	100%
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	f6b73df5-d20e-9119-9a73-4343ad3c4e55	参股
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	f1d84b9d-d9e1-14cf-db14-20bc0945757c	51.00%
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	686124d8-eb8b-5b0f-b78b-3e29be048fdc	51.00%
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	7de24ccd-2ab9-30ae-0e24-09521a3ba742	100%
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	0aa1aa59-93d4-d08d-00ac-f54a9b81e151	55.00%
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	a3fdb476-7b60-c6ab-1158-31d7a641f536	参股
bc51ee95-e581-9a92-45c1-528a7d9c6f5c	967d7788-bb23-dc7f-a416-8c085b319f56	100%
a6e71358-435a-0385-b523-7494fe891268	5ea2776c-1371-ae14-f099-c46fec2123e1	100%
